otu	sample	abundance	participant_id	study_week	semester	supplement_consumed	frequency	final_weight	phylum	class	order	family	genus
sv-86:U441-1_S146_L001_001	U250_6	0.03418803418803419	U250	week3	Fall2016	BRMPS	1xdaily	0.39	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U231_1	0.03399765533411489	U231	week1	Fall2016	BRMPS	1xdaily	0.47	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-130:U387-2_S367_L001_001	U500_3	0.03384279475982533	U500	week1	Winter2018	BRMPS	2xdaily	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae/Eubacteriaceae	Eubacterium
sv-121:U280-7_S371_L001_001	U535_1	0.0337995337995338	U535	week1	Winter2018	BRMPS	2xdaily	0.31	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae/Ruminococcaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U202_5	0.033185840707964605	U202	week3	Winter2016	BRMPS	2xdaily	0.5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U510_3	0.032426778242677826	U510	week1	Winter2018	BRMPS	2xdaily	0.49	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-130:U387-2_S367_L001_001	U546_4	0.0319634703196347	U546	week3	Winter2018	BRMPS	2xdaily	0.29	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae/Eubacteriaceae	Eubacterium
sv-121:U280-7_S371_L001_001	U574_3	0.031938325991189426	U574	week1	Winter2018	BRMPS	2xdaily	0.35	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae/Ruminococcaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U516_2	0.031746031746031744	U516	week1	Winter2018	BRMPS	2xdaily	0.34	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U530_2	0.031216361679224973	U530	week1	Winter2018	BRMPS	2xdaily	NA	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U516_3	0.03111111111111111	U516	week1	Winter2018	BRMPS	2xdaily	0.34	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-130:U387-2_S367_L001_001	U535_3	0.030952380952380953	U535	week1	Winter2018	BRMPS	2xdaily	0.48	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae/Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U511_5	0.030942334739803096	U511	week3	Winter2018	BRMPS	2xdaily	NA	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U524_1	0.030634573304157548	U524	week1	Winter2018	BRMPS	2xdaily	0.38	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-121:U280-7_S371_L001_001	U152_3	0.029953917050691243	U152	week1	Winter2016	BRMPS	2xdaily	0.48	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae/Ruminococcaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U516_1	0.029692470837751856	U516	week1	Winter2018	BRMPS	2xdaily	0.37	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-121:U280-7_S371_L001_001	U509_2	0.029605263157894735	U509	week1	Winter2018	BRMPS	2xdaily	0.34	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae/Ruminococcaceae	Eubacterium
sv-130:U387-2_S367_L001_001	U581_5	0.029567053854276663	U581	week3	Winter2018	BRMPS	2xdaily	0.4	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae/Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U530_1	0.029347826086956522	U530	week1	Winter2018	BRMPS	2xdaily	0.34	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U542_3	0.02931937172774869	U542	week1	Winter2018	BRMPS	2xdaily	0.58	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-121:U280-7_S371_L001_001	U509_6	0.029312288613303268	U509	week3	Winter2018	BRMPS	2xdaily	0.37	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae/Ruminococcaceae	Eubacterium
sv-121:U280-7_S371_L001_001	U574_5	0.02912621359223301	U574	week3	Winter2018	BRMPS	2xdaily	0.4	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae/Ruminococcaceae	Eubacterium
sv-130:U387-2_S367_L001_001	U546_5	0.02880184331797235	U546	week3	Winter2018	BRMPS	2xdaily	0.23	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae/Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U532_1	0.02872340425531915	U532	week1	Winter2018	BRMPS	2xdaily	0.36	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U520_2	0.02847380410022779	U520	week1	Winter2018	BRMPS	2xdaily	0.31	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U536_1	0.028446389496717725	U536	week1	Winter2018	BRMPS	2xdaily	0.49	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U511_3	0.028312570781426953	U511	week1	Winter2018	BRMPS	2xdaily	NA	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U185_1	0.028255528255528257	U185	week1	Winter2016	BRMPS	2xdaily	0.67	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-121:U280-7_S371_L001_001	U509_3	0.027901785714285716	U509	week1	Winter2018	BRMPS	2xdaily	0.4	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae/Ruminococcaceae	Eubacterium
sv-130:U387-2_S367_L001_001	U500_2	0.0273972602739726	U500	week1	Winter2018	BRMPS	2xdaily	0.49	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae/Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U520_3	0.026875699888017916	U520	week1	Winter2018	BRMPS	2xdaily	0.47	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U523_2	0.026837806301050177	U523	week1	Winter2018	BRMPS	2xdaily	0.52	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U276_2	0.0262582056892779	U276	week1	Fall2016	BRMPS	1xdaily	0.45	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-130:U387-2_S367_L001_001	U214_1	0.026200873362445413	U214	week1	Fall2016	BRMPS	1xdaily	0.46	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae/Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U542_2	0.02612330198537095	U542	week1	Winter2018	BRMPS	2xdaily	0.63	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U530_3	0.025974025974025976	U530	week1	Winter2018	BRMPS	2xdaily	0.19	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U165_3	0.025826446280991736	U165	week1	Winter2016	BRMPS	2xdaily	0.54	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U269_1	0.02525832376578645	U269	week1	Fall2016	BRMPS	1xdaily	0.61	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U516_6	0.024439918533604887	U516	week3	Winter2018	BRMPS	2xdaily	0.42	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-121:U280-7_S371_L001_001	U152_7	0.024193548387096774	U152	week3	Winter2016	BRMPS	2xdaily	0.52	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae/Ruminococcaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U546_2	0.023991275899672846	U546	week1	Winter2018	BRMPS	2xdaily	0.31	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U202_8	0.023965141612200435	U202	week3	Winter2016	BRMPS	2xdaily	0.53	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U536_2	0.02386117136659436	U536	week1	Winter2018	BRMPS	2xdaily	0.38	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U523_3	0.023809523809523808	U523	week1	Winter2018	BRMPS	2xdaily	0.42	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-121:U280-7_S371_L001_001	U271_6	0.023783783783783784	U271	week3	Fall2016	BRMPS	1xdaily	0.51	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae/Ruminococcaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U511_4	0.023622047244094488	U511	week3	Winter2018	BRMPS	2xdaily	0.52	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U542_4	0.023305084745762712	U542	week3	Winter2018	BRMPS	2xdaily	0.7	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-130:U387-2_S367_L001_001	U185_6	0.023142509135200974	U185	week3	Winter2016	BRMPS	2xdaily	0.48	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae/Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U520_5	0.023094688221709007	U520	week3	Winter2018	BRMPS	2xdaily	0.5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-130:U387-2_S367_L001_001	U581_6	0.023084994753410283	U581	week3	Winter2018	BRMPS	2xdaily	0.44	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae/Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U165_6	0.02284527518172378	U165	week3	Winter2016	BRMPS	2xdaily	0.17	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U535_3	0.02261904761904762	U535	week1	Winter2018	BRMPS	2xdaily	0.48	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U536_6	0.022592152199762187	U536	week3	Winter2018	BRMPS	2xdaily	NA	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U248_5	0.022546419098143235	U248	week3	Fall2016	BRMPS	1xdaily	0.51	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U546_3	0.022459893048128343	U546	week1	Winter2018	BRMPS	2xdaily	0.42	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U247_1	0.022364217252396165	U247	week1	Fall2016	BRMPS	1xdaily	0.54	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U151_4	0.022245762711864406	U151	week1	Winter2016	BRMPS	2xdaily	0.38	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U520_1	0.021953896816684963	U520	week1	Winter2018	BRMPS	2xdaily	0.49	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U276_1	0.02190580503833516	U276	week1	Fall2016	BRMPS	1xdaily	0.51	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U248_4	0.02165605095541401	U248	week3	Fall2016	BRMPS	1xdaily	0.39	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-130:U387-2_S367_L001_001	U545_2	0.021468926553672316	U545	week1	Winter2018	BRMPS	2xdaily	0.47	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae/Eubacteriaceae	Eubacterium
sv-121:U280-7_S371_L001_001	U152_5	0.02132998745294856	U152	week3	Winter2016	BRMPS	2xdaily	0.4	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae/Ruminococcaceae	Eubacterium
sv-121:U280-7_S371_L001_001	U248_5	0.021220159151193633	U248	week3	Fall2016	BRMPS	1xdaily	0.51	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae/Ruminococcaceae	Eubacterium
sv-130:U387-2_S367_L001_001	U149_6	0.02092050209205021	U149	week3	Winter2016	BRMPS	2xdaily	0.89	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae/Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U247_2	0.02092050209205021	U247	week1	Fall2016	BRMPS	1xdaily	0.58	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U521_4	0.02081165452653486	U521	week3	Winter2018	BRMPS	2xdaily	0.23	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U500_6	0.020496224379719527	U500	week3	Winter2018	BRMPS	2xdaily	NA	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U532_4	0.02040816326530612	U532	week3	Winter2018	BRMPS	2xdaily	0.47	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U202_6	0.02040816326530612	U202	week3	Winter2016	BRMPS	2xdaily	0.5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U543_2	0.020320855614973262	U543	week1	Winter2018	BRMPS	2xdaily	0.5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U523_1	0.02031063321385902	U523	week1	Winter2018	BRMPS	2xdaily	0.5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U525_5	0.020134228187919462	U525	week3	Winter2018	BRMPS	2xdaily	0.64	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U525_2	0.02011173184357542	U525	week1	Winter2018	BRMPS	2xdaily	0.65	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-130:U387-2_S367_L001_001	U500_4	0.0200845665961945	U500	week3	Winter2018	BRMPS	2xdaily	0.51	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae/Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U525_4	0.02	U525	week3	Winter2018	BRMPS	2xdaily	0.61	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U520_4	0.019653179190751446	U520	week3	Winter2018	BRMPS	2xdaily	0.56	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-130:U387-2_S367_L001_001	U500_5	0.019629225736095966	U500	week3	Winter2018	BRMPS	2xdaily	0.48	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae/Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U581_4	0.01962809917355372	U581	week3	Winter2018	BRMPS	2xdaily	0.56	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-130:U387-2_S367_L001_001	U523_6	0.01932367149758454	U523	week3	Winter2018	BRMPS	2xdaily	0.47	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae/Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U536_3	0.01929260450160772	U536	week1	Winter2018	BRMPS	2xdaily	NA	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U507_2	0.01925254813137033	U507	week1	Winter2018	BRMPS	2xdaily	0.59	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U524_2	0.019027484143763214	U524	week1	Winter2018	BRMPS	2xdaily	0.25	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-130:U387-2_S367_L001_001	U581_3	0.018867924528301886	U581	week1	Winter2018	BRMPS	2xdaily	0.38	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae/Eubacteriaceae	Eubacterium
sv-130:U387-2_S367_L001_001	U149_5	0.018691588785046728	U149	week3	Winter2016	BRMPS	2xdaily	0.51	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae/Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U149_4	0.01864035087719298	U149	week1	Winter2016	BRMPS	2xdaily	0.96	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U269_2	0.018300653594771243	U269	week1	Fall2016	BRMPS	1xdaily	0.49	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U162_1	0.018259935553168637	U162	week1	Winter2016	BRMPS	2xdaily	0.88	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U247_3	0.01822079314040729	U247	week1	Fall2016	BRMPS	1xdaily	0.58	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-121:U280-7_S371_L001_001	U574_1	0.01810436634717785	U574	week1	Winter2018	BRMPS	2xdaily	NA	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae/Ruminococcaceae	Eubacterium
sv-121:U280-7_S371_L001_001	U535_2	0.018038331454340473	U535	week1	Winter2018	BRMPS	2xdaily	0.44	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae/Ruminococcaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U269_5	0.017957351290684626	U269	week3	Fall2016	BRMPS	1xdaily	0.48	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U535_5	0.017582417582417582	U535	week3	Winter2018	BRMPS	2xdaily	0.23	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-121:U280-7_S371_L001_001	U152_8	0.01747311827956989	U152	week3	Winter2016	BRMPS	2xdaily	0.52	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae/Ruminococcaceae	Eubacterium
sv-121:U280-7_S371_L001_001	U509_5	0.01735357917570499	U509	week3	Winter2018	BRMPS	2xdaily	0.43	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae/Ruminococcaceae	Eubacterium
sv-130:U387-2_S367_L001_001	U149_8	0.017346938775510204	U149	week3	Winter2016	BRMPS	2xdaily	0.44	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae/Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U536_4	0.01728395061728395	U536	week3	Winter2018	BRMPS	2xdaily	0.24	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U231_4	0.017278617710583154	U231	week3	Fall2016	BRMPS	1xdaily	0.54	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U161_6	0.017119838872104734	U161	week3	Winter2016	BRMPS	2xdaily	0.39	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U202_7	0.016967126193001062	U202	week3	Winter2016	BRMPS	2xdaily	0.5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U224_4	0.016931216931216932	U224	week3	Fall2016	BRMPS	1xdaily	0.39	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U296_6	0.016913319238900635	U296	week3	Fall2016	BRMPS	1xdaily	0.53	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-121:U280-7_S371_L001_001	U152_6	0.01675257731958763	U152	week3	Winter2016	BRMPS	2xdaily	0.51	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae/Ruminococcaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U535_6	0.016483516483516484	U535	week3	Winter2018	BRMPS	2xdaily	0.54	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U535_1	0.016317016317016316	U535	week1	Winter2018	BRMPS	2xdaily	0.31	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U525_6	0.016251354279523293	U525	week3	Winter2018	BRMPS	2xdaily	0.67	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U161_5	0.016177957532861477	U161	week3	Winter2016	BRMPS	2xdaily	0.46	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U543_3	0.016059957173447537	U543	week1	Winter2018	BRMPS	2xdaily	0.53	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U269_4	0.015891032917139614	U269	week3	Fall2016	BRMPS	1xdaily	0.46	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U162_5	0.015873015873015872	U162	week3	Winter2016	BRMPS	2xdaily	0.69	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U224_1	0.015806111696522657	U224	week1	Fall2016	BRMPS	1xdaily	0.49	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U535_2	0.015783540022547914	U535	week1	Winter2018	BRMPS	2xdaily	0.44	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U151_8	0.01567398119122257	U151	week3	Winter2016	BRMPS	2xdaily	0.73	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U131_4	0.015625	U131	week1	Winter2016	BRMPS	2xdaily	0.54	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U269_3	0.015476190476190477	U269	week1	Fall2016	BRMPS	1xdaily	0.42	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U231_6	0.015384615384615385	U231	week3	Fall2016	BRMPS	1xdaily	0.65	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U268_1	0.015321756894790603	U268	week1	Fall2016	BRMPS	1xdaily	0.27	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U500_5	0.015267175572519083	U500	week3	Winter2018	BRMPS	2xdaily	0.48	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U161_1	0.01507537688442211	U161	week1	Winter2016	BRMPS	2xdaily	0.31	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U546_4	0.014840182648401826	U546	week3	Winter2018	BRMPS	2xdaily	0.29	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U184_4	0.014814814814814815	U184	week1	Winter2016	BRMPS	2xdaily	0.42	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U166_8	0.014722536806342015	U166	week3	Winter2016	BRMPS	2xdaily	0.44	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U224_2	0.014690451206715634	U224	week1	Fall2016	BRMPS	1xdaily	0.8	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-130:U387-2_S367_L001_001	U510_3	0.014644351464435146	U510	week1	Winter2018	BRMPS	2xdaily	0.49	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae/Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U231_2	0.014508928571428572	U231	week1	Fall2016	BRMPS	1xdaily	0.44	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U509_3	0.014508928571428572	U509	week1	Winter2018	BRMPS	2xdaily	0.4	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U520_6	0.014460511679644048	U520	week3	Winter2018	BRMPS	2xdaily	0.51	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U524_5	0.014388489208633094	U524	week3	Winter2018	BRMPS	2xdaily	0.12	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U546_6	0.01434878587196468	U546	week3	Winter2018	BRMPS	2xdaily	0.39	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U507_1	0.01425438596491228	U507	week1	Winter2018	BRMPS	2xdaily	0.44	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U525_1	0.014099783080260303	U525	week1	Winter2018	BRMPS	2xdaily	0.54	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U161_2	0.014084507042253521	U161	week1	Winter2016	BRMPS	2xdaily	0.52	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U161_4	0.014084507042253521	U161	week1	Winter2016	BRMPS	2xdaily	0.24	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-121:U280-7_S371_L001_001	U248_4	0.014012738853503185	U248	week3	Fall2016	BRMPS	1xdaily	0.39	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae/Ruminococcaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U542_1	0.014008620689655173	U542	week1	Winter2018	BRMPS	2xdaily	0.49	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U529_1	0.013888888888888888	U529	week1	Winter2018	BRMPS	2xdaily	0.41	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U271_2	0.013872832369942197	U271	week1	Fall2016	BRMPS	1xdaily	0.57	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U501_2	0.0136986301369863	U501	week1	Winter2018	BRMPS	2xdaily	0.55	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
sv-130:U387-2_S367_L001_001	U149_7	0.013471502590673576	U149	week3	Winter2016	BRMPS	2xdaily	0.82	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae/Eubacteriaceae	Eubacterium
sv-130:U387-2_S367_L001_001	U581_4	0.013429752066115703	U581	week3	Winter2018	BRMPS	2xdaily	0.56	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae/Eubacteriaceae	Eubacterium
sv-86:U441-1_S146_L001_001	U536_5	0.013422818791946308	U536	week3	Winter2018	BRMPS	2xdaily	0.45	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
